[*:1]c1ccc(F)c(C(=N)N)c1,[*:1]/C(C)=C(/F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Cl,[*:1]c1ccc2ccnc(N)c2c1
[*:1]c1ccc([*:2])nc1,[*:2]NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12.[*:1]c1ccccc1S(N)(=O)=O,[*:1]c1ccc([*:2])c(C)c1
[*:1]c1ccc([*:2])nc1,[*:2]NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12.[*:1]c1ccccc1S(N)(=O)=O,[*:1]c1ccc([*:2])c(F)c1
[*:1]Cl,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]I
[*:1]Br,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]I
[*:1]I,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1][H]
[*:1]I,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]C
[*:1]F,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]I
[*:1]Cl,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]Br
[*:1][H],[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]Cl
[*:1]C,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]Cl
[*:1]F,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]Cl
[*:1]Br,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1][H]
[*:1]Br,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]C
[*:1]Br,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]F
[*:1]C,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1][H]
[*:1][H],[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]F
[*:1]C,[*:1]c1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)Cc1c[nH]c2ccc(C(=N)N)cc12,[*:1]F
[*:1]C1CCc2nn(C)cc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1]C1CCc2sc(N)nc2C1
[*:1]C1CCc2nn(C)cc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1]C1CCc2nc(N)sc2C1
[*:1]C1CCc2nn(C)cc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1]C1CCc2[nH]ncc2C1
[*:1]C1CCc2nn(C)cc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1][C@@H]1CCc2nc(N)sc2C1
[*:1][C@H]1CCc2nc(N)sc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1]C1CCc2nn(C)cc2C1
[*:1]C1CCc2sc(N)nc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1]C1CCc2[nH]ncc2C1
[*:1]C1CCc2[nH]ncc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1]C1CCc2nc(N)sc2C1
[*:1]C1CCc2[nH]ncc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1][C@@H]1CCc2nc(N)sc2C1
[*:1]C1CCc2[nH]ncc2C1,[*:1]NC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,[*:1][C@H]1CCc2nc(N)sc2C1
[*:1][H],[*:1]c1nnc([C@H](Cc2ccccc2)NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1-c1ccc(NC(=O)OC)cc1,[*:1]Cl
[*:2]c1ccnc([*:1])c1,[*:1][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:2]c1ccc(NC(=O)OC)cc1,[*:1]c1cc([*:2])c(Cl)nn1
[*:2]c1cc([*:1])c(Cl)nn1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1c[nH]c([*:2])n1
[*:1]c1ccnc([*:2])c1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1cnnc([*:2])c1
[*:1]c1c[nH]c([*:2])n1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1cnnc([*:2])c1
[*:1]c1cc([*:2])c(Cl)nn1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1cnnc([*:2])c1
[*:1]c1c[nH]c([*:2])n1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1ccnc([*:2])c1
[*:1]c1ccnc([*:2])c1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1cc([*:2])c(Cl)nn1
[*:1]c1cc([*:2])c(Cl)nn1,[*:2][C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1.[*:1]c1ccc(NC(=O)OC)cc1,[*:1]c1c[nH]c([*:2])n1
[*:1]CN(C)C,[*:1]c1ccccc1NC(=O)OCC(Oc1cc(F)cc2sc(C(=N)N)cc12)c1ccccc1,[*:1][H]
[*:1]CN,[*:1]c1ccccc1NC(=O)OCC(Oc1cc(F)cc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CN(C)C
[*:1]CN,[*:1]c1ccccc1NC(=O)OCC(Oc1cc(F)cc2sc(C(=N)N)cc12)c1ccccc1,[*:1][H]
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]CN,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]F
[*:1]CN(C)C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]F
[*:1]CNC,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]F
[*:1]C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]F
[*:1]c1cc(CNC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]c1c(C)nn(CC(=O)OC)c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]c1ccccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(COC)nn1C
[*:1]c1c(C)nn(C)c1CNC(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1][H],[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]F
[*:1]c1cc(C)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]c1c(C)noc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]c1c(C)nn(C)c1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1F
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1ccccc1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1ccccc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(CNC)nn1C
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(CC(=O)OC)c1C
[*:1]c1cccc(F)c1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1c(F)cccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1F
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1c(C)nn(C)c1CNC(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]F,[*:1]c1ccc(NC(=O)OCC(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)cc1,[*:1]OC
[*:1][H],[*:1]c1ccc(NC(=O)OCC(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)cc1,[*:1]OC
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(C)nn1C
[*:1]c1c(C)noc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]c1ccc(OC)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(OC)cc1
[*:1]CN,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CN(C)C
[*:1]CN,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CNC
[*:1]C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CN
[*:1]c1cc(CNC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(CC(=O)OC)c1C
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1c(F)cccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(COC)nn1C
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC(C)C
[*:1]c1ccc(F)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN
[*:1]CN,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1][H]
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(C)nn1C
[*:1]c1ccccc1CN,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)noc1C
[*:1]c1c(C)nn(C)c1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN
[*:1]CNC,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CN(C)C
[*:1]C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CN(C)C
[*:1]c1ccccc1CN(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(CNC)nn1C
[*:1]c1c(C)nn(CC(=O)OC)c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1ccccc1CN(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1c(F)cccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1ccccc1CN(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(COC)nn1C
[*:1]c1c(C)nn(C)c1CNC(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1ccccc1CN(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1
[*:1]CN(C)C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1][H]
[*:1]c1cc(C)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1c(C)noc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]c1ccccc1CN(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CN(C)C
[*:1]C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CNC
[*:1]c1c(C)nn(CC(=O)OC)c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CNC
[*:1]c1ccccc1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1ccccc1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CNC
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CNC
[*:1]c1ccccc1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC(C)C
[*:1]c1ccc(F)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CNC
[*:1][H],[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]CNC
[*:1]c1ccccc1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(C)nn1C
[*:1]c1ccccc1CNC,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)noc1C
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1CNC
[*:1]c1ccccc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1ccccc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1ccccc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1F
[*:1]c1ccc(F)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1C
[*:1]C,[*:1]c1ccccc1NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1][H]
[*:1]c1cc(CNC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1cc(CNC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(CNC)nn1C
[*:1]c1cc(CNC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1
[*:1]c1cc(CNC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1
[*:1]c1c(C)nn(CC(=O)OC)c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1c(F)cccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(CC(=O)OC)c1C
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(CC(=O)OC)c1C
[*:1]c1c(C)nn(CC(=O)OC)c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1
[*:1]c1c(C)nn(CC(=O)OC)c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1cccc(F)c1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC(C)C
[*:1][H],[*:1]c1cccc(NC(=O)OCC(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)c1,[*:1]F
[*:1]c1cccc(F)c1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(C)nn1C
[*:1]c1c(C)noc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1cccc(F)c1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cccc(F)c1
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1c(C)nn(C)c1CNC(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1ccccc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1cc(C)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1c(F)cccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)noc1C
[*:1]c1c(F)cccc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(F)cccc1F
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1F
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC(C)C
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1
[*:1]c1cc(C)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1F
[*:1]c1c(C)noc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1F
[*:1]c1ccc(F)cc1F,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1c(C)n[nH]c1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1F
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1
[*:1]c1cc(COC)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1
[*:1]c1c(C)nn(C)c1CNC(C)C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1
[*:1]c1ccccc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC(C)C
[*:1][H],[*:1]c1ccc(NC(=O)OCC(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)cc1,[*:1]F
[*:1]c1ccc(F)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1cc(C)nn1C
[*:1]c1c(C)noc1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccc(F)cc1
[*:1]c1ccc(F)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1ccc(F)cc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)n[nH]c1C
[*:1]c1cc(C)nn1C,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1ccccc1
[*:1]c1ccccc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)noc1C
[*:1]c1ccccc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)nn(C)c1CNC
[*:1]c1ccccc1,[*:1]NC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,[*:1]c1c(C)n[nH]c1C
[*:1]c1ccc2ncsc2c1,[*:1]NC(=O)[C@H](Cc1ccccc1)c1csc2ccc(C(=N)N)cc12,[*:1][C@@H]1CCCC[C@@H]1C(=O)OC
[*:1]Cl,[*:1]c1ccc(NC(=O)[C@H]2CN(S(C)(=O)=O)C[C@@H]2C(=O)Nc2ccc(-n3ccccc3=O)cc2F)cc1,[*:1]OC(F)(F)F
[*:1]c1ccc(Cl)cn1,[*:1]NC(=O)[C@H]1CN(S(C)(=O)=O)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,[*:1]c1ccc(OC)c(F)c1
[*:1]c1ccc(OC(F)(F)F)cc1,[*:1]NC(=O)[C@H]1CN(S(C)(=O)=O)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,[*:1]c1ccc(Cl)cn1
[*:1]c1ccc(Cl)c(F)c1,[*:1]NC(=O)[C@H]1CN(S(C)(=O)=O)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,[*:1]c1ccc2[nH]ccc2c1
[*:1]c1ccc(Cl)c(F)c1,[*:1]NC(=O)[C@H]1CN(S(C)(=O)=O)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,[*:1]c1ccc(OC)cc1
